thread_id,customer_tweet_id,customer_author_id,customer_text,brand_tweet_id,brand_text,turn_count,created_at
twcs_apple_01836,109075,140211,"@AppleSupport hi, since upgrading iOS I can no longer take screenshots. Has this feature been removed?",109074,"@140211 Hello. The feature is still available. Which device and software version are you using? Also, what happens while trying to take a screenshot?",4,Thu Nov 23 18:21:41 +0000 2017
twcs_apple_01837,109082,140212,"@AppleSupport any reason why my back camera won’t focus all of a sudden? Wondering if it’s just me, update didn’t help",109080,"@140212 Thanks for reaching out. Let’s work together so you can take pictures again. To start, does a restart help? Also, which device are you using?",5,Thu Nov 23 18:08:42 +0000 2017
twcs_apple_01838,109091,140213,"In NYC.Have free data roaming. iPhone keeps losing 3G signal. If I turn airplane mode on and off again, I get 3G for about a minute, then lose it again.

Anyone any ideas for a fix?

@122326 @applesupport",109090,@140213 We want to help. Please let us know which iPhone model and iOS version you are currently using.,4,Thu Nov 23 12:42:04 +0000 2017
twcs_apple_01839,109093,140214,"Totally disappointed in @AppleSupport 
Talking to a lady on the phone who is full of attitude and isn’t helping my Mum at all!",109092,@140214 That's not the experience we hope for you to have. Meet us in DM and let's see if there is something we can do to help here. https://t.co/GDrqU22YpT,2,Thu Nov 23 19:04:49 +0000 2017
twcs_apple_01840,109097,140215,"@AppleSupport Hi, any thoughts on why my iPhone is suddenly making a crackling sound when I refresh Twitter, as  an example. Sounds vaguely like an electrical interference?  Thanks.",109096,"@140215 Hello. We are here to help. How long has this issue with the crackling sound been occurring? Have their been any recent changes to your device? What is your iOS version? Also, what model of iPhone do you have? Thanks",4,Thu Nov 23 18:21:15 +0000 2017
twcs_apple_01841,109099,140216,"Hey @115858 and @AppleSupport Is it possible to set multiple timers on iPhone or with Siri? I have timers for potatoes I need timers for turkey, Ham, potatoes, you name it. Only one timer is nothing but a novelty",109098,@140216 Thanks for reaching out. We want you to have as many timers as you need to prepare your meal. We'd recommend checking out the App Store for all the different timers that're available. We also welcome your feedback and recommendations here: https://t.co/eTPVYVFyd8,2,Thu Nov 23 19:00:00 +0000 2017
twcs_apple_01842,109767,140376,After the #iphone update I feel @AppleSupport owes me a new phone! My screen keeps freezing and the apps run so damn slow! Such a terrible update,109766,@140376 Let's help get your iPhone working as expected. What's the version of iOS installed? Which apps are in use the most when you experience this issue? Does this persist after rebooting?,4,Thu Nov 23 12:39:15 +0000 2017
twcs_apple_01843,110857,140656,@AppleSupport Is it still possible to install IOS 10.3.3 on iPhone 6s?,110855,@140656 You should be able to update your iPhone to the latest version of iOS 11 actually. Find out more online here: https://t.co/80YRnjDFDk DM us if you have any questions. https://t.co/GDrqU22YpT,4,Thu Nov 23 19:27:52 +0000 2017
twcs_apple_01844,110869,140657,So I ran a 5k today but my watch didn’t record it as a 5k :( #applewatch #apple @AppleSupport https://t.co/PyRRSz4n3g,110868,"@140657 Great job on the 5k! It can take up to 9 days for that achievement award to appear. If you don't see that after 9 days, let us know. You can also read more about achievement awards here: https://t.co/xwf6lrIgzJ",4,Thu Nov 23 15:11:42 +0000 2017
twcs_apple_01845,110872,140658,Is it normal to update your #Mac #OS software and lose every single password? A little help here @AppleSupport…,110870,@140658 We'd love to assist. Was a new password created as part of the update? Or a new user account?,4,Thu Nov 23 19:50:58 +0000 2017
twcs_apple_01846,110876,140659,Hey @AppleSupport what’s wrong with this?? https://t.co/MlMvLCu5Ir,110874,@140659 Let's check it out together. Which iOS version is currently installed on this iPhone? We'll do everything we can to get the iPhone working as expected.,4,Thu Nov 23 20:01:17 +0000 2017
twcs_apple_01847,110879,140660,I just can’t anymore.  @AppleSupport my Apple Music is crashing.  £15 down the drain becoz I can’t use it. Help!,110878,"@140660 We're huge Apple Music fans ourselves, and want to ensure you're able to use your subscription. What exactly happens when you try to access Apple Music?",2,Thu Nov 23 19:58:03 +0000 2017
twcs_apple_01848,110881,140661,So excited to pick up my iPhone X this week and now the annoying green line appears. Any suggestion @115858 @AppleSupport,110880,"@140661 We want you to enjoy your new iPhone X and we're happy to do everything we can to help. To start, please DM us with the country where you're located. https://t.co/GDrqU22YpT",2,Thu Nov 23 19:42:47 +0000 2017
twcs_apple_01849,110883,140662,@AppleSupport,110882,@140662 Hey there! We've received your DM and we'll be following up there shortly.,2,Thu Nov 23 19:53:11 +0000 2017
twcs_apple_01850,110886,140663,i updated my phone &amp; @115858 deleted all my music 🤬 y’all owe me a whole new fucking phone https://t.co/LUu0gVKwFJ,110885,@140663 We know how important it is to have your music and we'd like to help. Please DM us with the model of iPhone you're using and country where you're located to get started. https://t.co/GDrqU22YpT,2,Thu Nov 23 19:59:00 +0000 2017
twcs_apple_01851,110889,140664,@AppleSupport please help me??? https://t.co/qoU2r1GSkn,110887,@140664 We want to help you delete the unwanted user. You'll find the steps to do so here: https://t.co/Ni2eLcZ5no,4,Thu Nov 23 19:56:55 +0000 2017
twcs_apple_01852,110892,140665,"@140666 @115858 @115888 For keyboard controls if something else claimed them first - eg a YouTube tab - it won’t work. If you launch Spotify first they should work. For spotlight, there’s a history of problems. Do you use multiple accounts? It used to do that for me but then I switched to just one.",110891,@140665  We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,2,Thu Nov 23 19:49:04 +0000 2017
twcs_apple_01853,110893,140666,"Wow, the latest @115858 MacOS update sure hates @115888. Keyboard pause/skip controls no longer work and searching ""spotify"" in Spotlight now defaults to opening the installer instead of the (installed) app.",110894,"@140666 We'd like to see how we can help. Do other apps have this issue, like iTunes, on your Mac?

Which model do you have and what's the exact macOS version number installed?",4,Thu Nov 23 16:48:41 +0000 2017
twcs_apple_01854,110897,140667,@AppleSupport hello my iPhone 7 plus won't let me update to the new iOS it says to retry but I do but it still won't? https://t.co/3urWPXivR9,110895,"@140667 We can help get your iPhone up to date. Let's start with the steps here: https://t.co/Ui1yTnOCUz, and if those don't help, let us know in DM and we'll from there. https://t.co/GDrqU22YpT",3,Thu Nov 23 19:51:55 +0000 2017
twcs_apple_01855,110899,140668,"It's 2017, and these types of bugs still exist. @115858
https://t.co/n2R685euPs via",110898,"@140668 If you're having issues with your Mac, we're happy to meet in DM and discuss the issue further to assist. Here's a link: https://t.co/GDrqU22YpT",2,Thu Nov 23 19:57:49 +0000 2017
twcs_apple_01856,110901,140669,how to transfer my Apple Watch on my new iPhone ? and for AirPods too pls @AppleSupport,110900,@140669 Hello. We can help. Please meet us in DM. https://t.co/GDrqU22YpT,2,Thu Nov 23 19:44:45 +0000 2017
twcs_apple_01857,110903,140670,"@AppleSupport how do I contact Apple UK from the USA? You only have an 0800 number which I can’t call from here in the US, and also your “live chat” service detects I am outside the UK and then won’t allow me to ask a question. Very frustrating.",110902,"@140670 Perhaps we can help answer your question! Send us a DM, and let us know. We can go from there. https://t.co/GDrqU22YpT",2,Thu Nov 23 20:09:42 +0000 2017
twcs_apple_01858,110905,140671,Why aren’t my messages going thruuuu @AppleSupport https://t.co/3M38evL4W5,110904,@140671 We'd love to help. Messages are important to keep in touch. Let's start with the steps found here: https://t.co/jhvYu3nzpA Reach us back if you need more assistance.,2,Thu Nov 23 19:28:52 +0000 2017
twcs_apple_01859,110912,140672,Dear @AppleSupport: I love GarageBand iOS. Use it every day. But since the update it crashes every time I hit undo. That’s hours of work sometimes. Please fix!,110911,@140672 Hey there. We want you to be able to use the GarageBand app without issues. We're happy to help. Could you tell us which version of iOS you're running? Find that under Settings &gt; General &gt; About.,4,Thu Nov 23 07:39:00 +0000 2017
twcs_apple_01860,110914,140673,hi my macbook air is making a loud fan noise and i have checked activity monitor for anything with a large CPU and there is nothing @AppleSupport,110913,@140673 Thanks for taking that step and we'll continue to assist in any way we can. What is the top item listed in Activity Monitor and what percentage of CPU is it showing? Let us know in DM: https://t.co/GDrqU22YpT,2,Thu Nov 23 19:43:56 +0000 2017
twcs_apple_01861,110918,140674,Does anyone know how to unpair an @115858 Watch without the original phone? @AppleSupport?,110917,"@140674 Thanks for reaching out. If you don't have access to the iPhone, you can't unpair but you can still erase all content and settings on your Apple Watch. This article provides the steps for how to do so under the ""Erase your Apple Watch"" section: https://t.co/09tmX2l5D3",4,Thu Nov 23 18:38:01 +0000 2017
twcs_apple_01862,110921,140675,@AppleSupport anyway to check the overall battery health of my iPhone?,110920,@140675 We'd be happy to look into your overall battery health.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,2,Thu Nov 23 19:42:44 +0000 2017
twcs_apple_01863,110924,140676,My phone is brand spanking new and it’s fucking up @115858 get it together wtf,110922,@140676 That's never the experience we want you to have. We'll be happy to see how we can help. What's going on with your new iPhone?,4,Thu Nov 23 19:42:42 +0000 2017
twcs_apple_01864,110933,140677,"@AppleSupport I have a problem when playing some songs that I have downloaded on my iPhone, I can not do it because it sends me to choose an Apole Music plan. Help https://t.co/zVKA3bUcaJ",110932,@140677 Thank you for showing us that video. Let's see if we can get to the bottom of this. How do you get your music to your iPhone? Is it purchased through the iTunes Store or synced with a computer? How were the songs that won't play placed on your iPhone?,4,Wed Nov 22 18:36:51 +0000 2017
twcs_apple_01865,110935,140678,@AppleSupport MacBook Air.2 years old. But never used. Tried to use it first time two weeks ago. Cursor uncontrollable. Service at Mangalore (Maple) says Track PAD defective. RS.10000 for replacement. Quite unfair as it is manufacturing defect.Replace free of cost,110934,@140678 We'd like to look into this. Please DM us. https://t.co/GDrqU22YpT,2,Thu Nov 23 19:31:58 +0000 2017
twcs_apple_01866,110939,140679,@AppleSupport Hi I updated software on Monday to 11.1.2 and since then my battery has been draining very quickly can you help?,110938,"@140679 We understand the importance of battery life and we're here to help. 

After an update, there are often apps that also need to be updated to the latest version. In the App Store, do you have any updates to install? If so, go ahead and do so.",4,Thu Nov 23 13:01:32 +0000 2017
twcs_apple_01867,110942,140680,@AppleSupport help ?,110940,@140680 Hello there. We'd love to help you with your Alarm app. Please tell us which version of iOS you have installed on your device. You'll see this in Settings &gt; General &gt; About.,4,Thu Nov 23 19:25:51 +0000 2017
twcs_apple_01868,110950,140681,"@AppleSupport I don't get this screen on my itunes for windows. Hence I cannot sync my ripped music to icloud, iphone and other i-devices. Home sharing isn't good enough! Help https://t.co/G3ctMEuLsA",110947,"@140681 We'd like to assist with this. Which version of iTunes are you using? https://t.co/g2HM9lnith

What Windows version are you running as well?",5,Thu Nov 23 19:10:38 +0000 2017
twcs_apple_01869,110957,140682,@AppleSupport Hi! I'm having trouble with installing iOS 11 on my iPhone 6 I have downloaded it but I'm unable to install it.,110955,@140682 We want to help. How are you trying to update? What errors do you receive?,4,Thu Nov 23 19:28:08 +0000 2017
twcs_apple_01870,110961,140683,"@AppleSupport do you have a problem in your servers ?
I updated my Iphone 7, asked me to login to itunes, but it won't do it, a message: ""There was a problem connecting to the server...etc"" and another message: ""KVC synchronizeWithCompletionHandler Failed""
how to fix it please ?",110959,"@140683 We'd like to help any way we can. From our System Status link, it appears to be working fine: https://t.co/7NVrDovSd8

Which exact iOS version number is installed on your iPhone 7?

Any steps tried so far?",4,Thu Nov 23 19:26:39 +0000 2017
twcs_apple_01871,110965,140684,"Ongelofelijk dat een MacBook Pro al na 2,5 jaar kapot gaat. Als antwoord krijg je dan alle kosten inclusief reparatie zijn voor eigen kosten. Terwijl de winkel al zegt u kan er niks aan doen dat hij stuk is. slechte service @115858 @AppleSupport #apple #geenservice #macbook #pro",110964,@140684 We offer support via Twitter in English. Contact an Advisor for help in your preferred language here: https://t.co/IBIY3vMgPj,2,Thu Nov 23 19:29:49 +0000 2017
twcs_apple_01872,110967,140685,@AppleSupport any chance keyboard lag on the iPhone will be fixed soon? I upgraded my 6s+ to 11.1.2 and it's still sluggish 😭,110966,@140685 Could you Direct Message us so we can look into this further? We'd love to help. https://t.co/GDrqU22YpT,2,Thu Nov 23 19:26:50 +0000 2017
twcs_apple_01873,112805,141070,@AppleSupport Is the Space Grey 64GB iPhone X in stock in Montreal? (Ste-Catherine store),112804,"@141070 While we're unable to check individual inventories, our Online Sales team will best be able to address your questions. Click here to get in touch:  https://t.co/8yjRd1Xo0i",2,Thu Nov 23 20:23:08 +0000 2017
twcs_apple_01874,112811,141071,"@AppleSupport 5 Times a day my phone says “no sim” &amp; I have to restart it to make it go away, do I need a new phone https://t.co/f48jvdz33b",112810,@141071 Hello. We are here to help. How long has this been occurring? Have their been any recent changes to your device? What is your iOS version?,4,Thu Nov 23 17:31:29 +0000 2017
twcs_apple_01875,112813,141072,"@AppleSupport hi you guys, can you finally fix the problem with battery drain on iphone 6? thx",112812,@141072 Battery life is important and we'd like to help if you're having problems with it. Which iOS version do you see in Settings &gt; General &gt; About? Let us know in DM. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:43:18 +0000 2017
twcs_apple_01876,112815,141073,"@115858 @AppleSupport what’s going on with the camera roll?! Something is wrong since the latest iOS update. No all photos, I have approx 200 old photos before my latest photos. Not happy! #appleissues #iosissues",112814,"@141073 We know your photos are important, so let's meet in DM to check this out with you. Tell us some details, such as which device you use and the exact version of iOS, and which country you're in, and we'll take it from there. https://t.co/GDrqU22YpT",2,Thu Nov 23 20:30:40 +0000 2017
twcs_apple_01877,82021,141074,@116333 My iPhone keeps on going out of storage even though I've deleted 15 apps. Come on Tim.,112816,@141074 We'd like to help. Please DM us which iPhone model and iOS version you have and we'll get started. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:51:46 +0000 2017
twcs_apple_01878,112818,141075,@AppleSupport Mr. Robot won’t load on Apple TV. Getting an endless spinner. Everything else (all other shows and apps) loads fine. Tried restarting and our wifi is working fine. Can you help?,112817,@141075 Our Apple TV support can assist with this. Please reach out to them here:   https://t.co/IBIY3vMgPj,2,Thu Nov 23 20:17:19 +0000 2017
twcs_apple_01879,112820,141076,"Dear @AppleSupport,

I just killed myself at the gym today because I wanted the turkey award...and for some reason I’m not getting credit for my run. #confused 

Thoughts?

Signed,
Thirsty for the recognition",112819,@141076 Here's a guide to help you make sure you get achievements: https://t.co/xwf6lrIgzJ,2,Thu Nov 23 20:35:34 +0000 2017
twcs_apple_01880,112824,141077,@AppleSupport My phone got stolen but i can't change my apple id password because of the 2 step verification that requires my phone! Do you have a uk based email that i can contact about this?,112823,"@141077 We'd like to help any way we can over Twitter. The first steps to take would be here: https://t.co/fUoKdx4Yut

As you're unable to change your Apple ID password, we recommend reaching out to our Apple ID group using this link: https://t.co/UJm15vmMM2",4,Thu Nov 23 18:14:04 +0000 2017
twcs_apple_01881,112827,141078,@AppleSupport @115858 @125607 Thank you for not trying to solve my problem and thank you for the high morals of your customer service staff at your company and for not caring for your customers I decided now to go to the Samsung store and see there products!,112825,@141078 We'd be happy to see what can be done about your issue. DM us detail and we'll go from there. https://t.co/GDrqU22YpT,3,Thu Nov 23 20:32:14 +0000 2017
twcs_apple_01882,112830,141079,"@AppleSupport my iCloud account was just locked down, &amp; I had to unlock it with my 2 factor code and then change my password. Was it a hacking attempt...?",112829,"@141079 Thanks for reaching out to us. We have an article that can help ensure your Apple ID is secure: https://t.co/SdkqXUvz1a

If you continue seeing any strange behavior, reach out to our Apple ID experts here: https://t.co/UJm15vmMM2",2,Thu Nov 23 20:26:25 +0000 2017
twcs_apple_01883,112832,141080,Question @AppleSupport - I need to transfer my AppleCare to a new device. Can I do that online?,112831,"@141080 We aren't able to do that through Twitter, but you can start that process online. Check out the steps for that here: https://t.co/8CjEPFkTCs",2,Thu Nov 23 20:33:39 +0000 2017
twcs_apple_01884,112834,141081,"@115858 PLEASE fix the symbols that replace actual letters. What is with you people? All that money and you can’t type a letter eye. &lt;—You see what was done there....
All that money, all that payroll, for inept people who don’t deserve it. Great job you’re doing there Timmy boy. https://t.co/T5sXPL1HZm",112833,@141081 There's an update out now that fixes this issue. Make sure you have a recent backup and update to 11.1.2,2,Thu Nov 23 20:36:26 +0000 2017
twcs_apple_01885,112839,141082,"So my phone just randomly stopped working
@AppleSupport",112837,"@141082 We're here to help. What specifically is going on with your phone? Additionally, if you can access it, what version of iOS are you running under Settings &gt; General &gt; About?",5,Thu Nov 23 18:19:26 +0000 2017
twcs_apple_01886,112841,141083,"@AppleSupport received email that seems fraudulent. Says my ID used in Mexico. Have not been in Mex.  My computer is ""suspicious"" of the link to unlock. Need help but it's getting late in UK. Help?",112840,@141083 Great question! It's probably fraudulent and we'd love to see it. Take a look at this article for how to tell and where to forward to us: https://t.co/LNMCdqt6fD,2,Thu Nov 23 20:21:53 +0000 2017
twcs_apple_01887,112844,141084,"Grandma just told me @115858 is having problems. My iPhone 7 can’t make calls, so grandma is on to something.",112842,@141084 We'd like to see if we can't get your iPhone working fully. When did this start happening?,4,Thu Nov 23 20:26:59 +0000 2017
twcs_apple_01888,112850,141085,I swear my iPhone camera is acting up. It now looks like it has some type of dark/grainy filter no matter which app I open camera in. #iphoneX #help @AppleSupport 📱,112848,"@141085 We're here for you! When did the camera issue first start? If you can also let us know which iOS version is currently installed, we'll do our best to assist.",4,Thu Nov 23 20:30:47 +0000 2017
twcs_apple_01889,112853,141086,@AppleSupport,112852,"@141086 We'd love to explore what's going on together. Have you recently made any changes to the iPhone? An update, restart, removed or added accounts? Please send us a DM. https://t.co/GDrqU22YpT",2,Thu Nov 23 20:17:07 +0000 2017
twcs_apple_01890,112856,141087,"Hey @AppleSupport 11.2.1 is killing my battery- big time. iPhone 6s+ I used to make it to 3 pm and still have 80%. I’m below 40 already (3:15). And no, I don’t use the @126972 app.",112855,@141087 Thanks for contacting us. We know how important battery life is. We'd be happy to help in any way we can. Let's meet in DM to troubleshoot together. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:15:22 +0000 2017
twcs_apple_01891,112858,141088,@AppleSupport I HAVE NO PATIENCE FOR THIS IPHONE AND RESETTING MY PASSWORD 100 TIMES TODAY.  And the camera freezes too 😡,112857,@141088 Hi. We want you to be able to use your iPhone without any issues. You're in the right place for help. DM us and tell us which version of iOS you're running. You can find the exact version under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:22:44 +0000 2017
twcs_apple_01892,112861,141089,"@AppleSupport Hey, just curious, do people have to pay for support now when calling in?",112859,"@141089 Thanks for reaching out. No, you do not have to pay for support if you call in.",4,Thu Nov 23 20:28:51 +0000 2017
twcs_apple_01893,112865,141090,@AppleSupport is there anything that I can do to make your voice to text smarter? I just tried three times to comment and say “taunting call“ I was dictating slowly and clearly I got three different versions of this: Tonton car. Is there anything I can do to train my phone?,112863,@141090 That's a great question and we're here to help. Here's a great article you can check out for this: https://t.co/xOrdgHyyiA,4,Thu Nov 23 20:20:48 +0000 2017
twcs_apple_01894,112870,141091,I hate @115858 I delete like all my videos and apps and it still says my storage is full xxxx,112869,"@141091 Having the storage space you need is our goal. So we can get started looking into this, could you join us in DM and let us know which device you're seeing this with? https://t.co/GDrqU22YpT",2,Thu Nov 23 20:26:19 +0000 2017
twcs_apple_01895,112876,141092,DEVOLVA MINHA BATERIA @AppleSupport MALDITA,112875,"@141092 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",4,Thu Nov 23 11:51:31 +0000 2017
twcs_apple_01896,112881,128763,"@AppleSupport I want to trade in an iPhone for another one of the same model with larger storage capacity, will I have to buy another",112879,"@128763 Hello! We'll be happy to point you in the right direction to get that question answered. Options vary by location, which country are you currently in?",4,Thu Nov 23 20:10:06 +0000 2017
twcs_apple_01897,112885,141093,MY PHONE WONT FUCKING GO OFF HEADPHONE MODE @AppleSupport thoughts?,112883,@141093 We're here to help. When did this start happening? When you have headphones in do they work normally?,3,Thu Nov 23 20:15:37 +0000 2017
twcs_apple_01898,112887,141094,Has anyone had AT&amp;T show up on iOS 11  like this as a carrier? @AppleSupport https://t.co/keOupV8zJS,112886,@141094 We'd be glad to assist with this. Which region is the iPhone set to? Which device model and iOS version? Let us know in DM. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:11:28 +0000 2017
twcs_apple_01899,112889,136622,@AppleSupport I don't have access to the security questions or emails so I'm too scared to update my phone but it keeps dying on 100%? Help? https://t.co/k7k2qcxDW0,112888,@136622 Hey there! We’d be happy to help. Send us a DM so we can look into it together: https://t.co/GDrqU22YpT,2,Thu Nov 23 20:21:21 +0000 2017
twcs_apple_01900,112891,141095,my phone went from 62% to 13% 🙄 @AppleSupport,112890,"@141095 Great battery life on your iPhone is our goal. So we can take a closer look at this, could you let us know which version of iOS you are using and how long you've seen this in DM? You can check that at Settings &gt; General &gt; About. https://t.co/GDrqU22YpT",2,Thu Nov 23 20:13:10 +0000 2017
twcs_apple_01901,112894,141096,@AppleSupport How comes the UK website is down?,112892,@141096 Hey there! We aren't seeing any issues with the website on our end. What happens when you try to access https://t.co/RmwhbvzNwH,4,Thu Nov 23 20:18:40 +0000 2017
twcs_apple_01902,112897,141097,"@AppleSupport, trade-in phone is due but my new phone hasn’t delivered. Help!",112896,@141097 We'd be happy to point you in the right direction! Reach out to our Sales Team for further assistance with that here: https://t.co/8yjRd1Xo0i,2,Thu Nov 23 20:15:38 +0000 2017
twcs_apple_01903,112899,141098,"Hello @AppleSupport @118721 

A friend of mine has trouble. He paid for a Swiss National Anthem file, sung by Red Army Choir: (Russian famous choir) and iTunes deleted the file from the library &amp; iCloud. How it is possible?

cc @141099",112898,@141098 Hey there! Thanks for reaching out to us about this. Shoot us a DM so we can get you pointed in the right direction. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:12:31 +0000 2017
twcs_apple_01904,112901,141100,@AppleSupport why can i not download my pictures??? https://t.co/tL61VFG4bR,112900,@141100 We'd like to help you with your photos. Do you have iCloud Photo Library enabled? Let us know in DM: https://t.co/GDrqU22YpT,2,Thu Nov 23 20:03:36 +0000 2017
twcs_apple_01905,112903,141101,"-iPhone X Drops
-New update comes out 
*Downloads*

Now my iphone got 99 problems and dies in 3 minutes
#ThankfulForYou @115858",112902,"@141101 We know how important your battery life is, so we'd be happy to look into what's going on with you. To start, can you let us know which device and iOS version you're using?",2,Thu Nov 23 19:58:44 +0000 2017
twcs_apple_01906,112905,141102,@AppleSupport #iphone5s @115858 I want to go back to iOS 10. How? Battery draining can’t withstand 12hrs.,112904,@141102 We want to be sure you get the most out of your battery life. Send us a DM so we can help you further. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:03:31 +0000 2017
twcs_apple_01907,112907,141103,@AppleSupport I was just on SnapChat and my battery went EXACTLY from 79% then in a SPLIT SECOND it drops to 11% and shuts off DEAD. I would like to know why this hasn’t been fixed with the already several updates of iOS 11 having been released?,112906,@141103 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:11:11 +0000 2017
twcs_apple_01908,112909,141104,@115858 I thought y’all fixed this shit why does the damn A keep popping up,112908,@141104 Hey there! This issue was addressed in a recent update. Let's have you backup and update and see if that resolves the issue. Check out this link if you need help with the backup: https://t.co/ui8Itz8ESg DM us if you're still having issues: https://t.co/GDrqU22YpT,2,Thu Nov 23 20:10:38 +0000 2017
twcs_apple_01909,112911,141105,"I promise that I did the workouts to finish the @115858 Thanksgiving day challenge. Yet, no badge. Does @AppleSupport have any ideas? https://t.co/7Mmpwlz8iP",112910,@141105 We want to be sure you get the badge you earned. What country do you live in? DM us and let us know. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:04:55 +0000 2017
twcs_apple_01910,114457,141446,@AppleSupport My brand new iPhone X won’t connect to ANY of my devices over bluetooth.,114456,@141446 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,2,Thu Nov 23 21:07:11 +0000 2017
twcs_apple_01911,114459,141447,A recent upgrade to iOS 11.1.2 has made my phone so so slow . I hate it. It’s so laggy now @AppleSupport,114458,@141447 You've come to the right place for help. We can definitely look into this with you. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,2,Thu Nov 23 21:10:30 +0000 2017
twcs_apple_01912,114465,141448,@115858 i tried putting it in some rice - no help,114464,"@141448 We're here for you. Thank you for showing us that screenshot, we can see that your apps are out of alignment. Send us a DM with details about when it started. We'll work together there. https://t.co/GDrqU22YpT",2,Thu Nov 23 21:05:01 +0000 2017
twcs_apple_01913,114468,141449,"My iPhone 8plus is showing issues(hanging and slowdown) while multitasking,from the past two hours, restarted 2 times. 
IOS11 is the worst ever! @116333 @115858 @AppleSupport",114467,"@141449 We’d like to understand more about this. DM us some details of how you restarted, which exact version of iOS you're using, and which country you're in, and we'll get going. https://t.co/GDrqU22YpT",2,Thu Nov 23 20:42:23 +0000 2017
twcs_apple_01914,114471,141450,"Sadly, my #applewatch did not sync my 2 workouts with my phone today, so no turkey 🦃 achievement for me.  Anyone know what I did wrong? @115858",114470,@141450 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,2,Thu Nov 23 21:04:51 +0000 2017
twcs_apple_01915,114473,141451,@115858 can we update these chargers pls https://t.co/I3SmgsOLeG,114472,@141451 We're here to help. Send us a DM with your location so we can explore your service options. Support options differ by region. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:52:16 +0000 2017
twcs_apple_01916,114481,141452,"@AppleSupport how do I turn Live Photos OFF by default, and HDR ON by default? The current default setup makes no sense.",114480,"@141452  Thanks for checking with us to get your issue taken care of. We'd love to help, but we do want to make sure we provide information based on your configuration. Can you let us know the iOS version?",4,Mon Nov 20 01:57:45 +0000 2017
twcs_apple_01917,114484,141453,@AppleSupport i didn’t get my 5K turkey badge even though i went on a 3.27 mile walk using my watch https://t.co/8FzUKCmXrX,114482,@141453 We want to ensure you receive all the achievement badges for your logged workouts. Which app did you use to track the walk? We'll take it from there.,4,Thu Nov 23 21:00:33 +0000 2017
twcs_apple_01918,114487,141454,"Help @AppleSupport, why does the audio stop recording when I use FaceTime? Just tryna make thanksgiving memories pls https://t.co/Ol4byLxLwK",114486,"@141454 What you are seeing with FaceTime and screen recordings is expected. We welcome feedback on our apps and ways we can make them better, and you can leave that here: https://t.co/eTPVYVFyd8",2,Thu Nov 23 20:55:42 +0000 2017
twcs_apple_01919,114489,141455,"@AppleSupport Battery life awful, iOS 11.2, iPhone X",114488,"@141455 We’d love to help with your battery life. To start, please send us a DM. https://t.co/GDrqU22YpT",2,Thu Nov 23 21:01:17 +0000 2017
twcs_apple_01920,114499,141456,@AppleSupport why every time I go to update of download an app I have to turn my phone on and off for it to work!?,114496,"@141456 We want your iPhone working for you, and we'll do all we can to help. Can you describe for us what happens that requires you to restart your iPhone, for example, does the app become unresponsive after updating? Also, what iOS version is installed?",6,Thu Nov 23 15:38:56 +0000 2017
twcs_apple_01921,114507,141457,Hey @AppleSupport - my iPhone X is stuck on the restore with just 270 bytes to go. What should I do? https://t.co/wgQZAbX7xf,114506,"@141457 Thanks for reaching out. Has your phone stayed connected to Wi-Fi the entire time? Also, how long has your phone been restoring from iCloud?",4,Thu Nov 23 11:55:05 +0000 2017
twcs_apple_01922,114509,141458,"After installing iOS 11.1.2 apple apps close such as Podcasts, while playing and also apps from other developers. iPhone also feels slow and it gets hot and battery is running lower than usual. @115858 @AppleSupport #ios1112",114508,@141458 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,2,Thu Nov 23 20:58:56 +0000 2017
twcs_apple_01923,114512,141459,@AppleSupport what happened to bookmarks in ios11 update. Safari is now blank. How do I restore them please. Phone is so slow now too. What’s happened.,114510,@141459 We'll be happy to look into what's going on with your bookmarks and the iPhone being slow. Which iPhone and iOS 11 version are you using?,4,Thu Nov 23 21:01:43 +0000 2017
twcs_apple_01924,114517,141460,@AppleSupport It only started after installing the new software update,114518,@141460 We'd like to find the best solution. DM us what country or region you're located in. https://t.co/GDrqU22YpT,2,Thu Nov 23 21:12:00 +0000 2017
